workclass,education,marital_status,occupation,capital_gain,capital_loss,hours_per_week
Self-emp-not-inc,Assoc-voc,Never-married,Craft-repair,0,0,60
Private,Some-college,Never-married,Craft-repair,0,0,55
Private,HS-grad,Never-married,Sales,0,0,40
Private,Bachelors,Never-married,Transport-moving,0,0,20
Private,Some-college,Married-civ-spouse,Other-service,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,Masters,Never-married,Tech-support,0,0,40
Self-emp-not-inc,Some-college,Never-married,Other-service,0,0,40
Private,11th,Never-married,Craft-repair,0,0,35
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,15
Local-gov,Some-college,Widowed,Adm-clerical,0,0,24
Private,Bachelors,Never-married,Craft-repair,0,0,40
Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,0,0,35
Private,10th,Married-civ-spouse,Craft-repair,0,0,50
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,41
Private,Bachelors,Divorced,Prof-specialty,0,0,40
Private,Bachelors,Married-spouse-absent,Exec-managerial,0,0,40
Local-gov,10th,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Divorced,Exec-managerial,0,0,45
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,Assoc-voc,Never-married,Exec-managerial,0,0,40
Private,Some-college,Never-married,Exec-managerial,0,0,40
Private,Bachelors,Never-married,Sales,0,0,20
Private,Some-college,Married-spouse-absent,Sales,0,0,20
Private,Masters,Never-married,Protective-serv,0,0,16
Private,Bachelors,Never-married,Adm-clerical,0,0,30
Private,9th,Married-civ-spouse,Other-service,3137,0,40
Self-emp-not-inc,HS-grad,Divorced,Transport-moving,0,0,70
Self-emp-not-inc,7th-8th,Married-civ-spouse,Tech-support,0,0,99
Private,Some-college,Never-married,Adm-clerical,0,0,40
Local-gov,HS-grad,Divorced,Adm-clerical,0,0,35
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,48
Private,10th,Never-married,Craft-repair,0,0,30
Private,Some-college,Never-married,Adm-clerical,0,0,30
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,1573,30
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,60
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,2267,40
Private,Bachelors,Never-married,Exec-managerial,0,0,60
Private,HS-grad,Never-married,Adm-clerical,0,0,36
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,30
Private,Some-college,Never-married,Other-service,0,0,12
Local-gov,9th,Never-married,Other-service,0,0,40
Private,Bachelors,Married-civ-spouse,Sales,0,0,50
Private,Some-college,Never-married,Sales,0,0,25
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,65
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,99999,0,60
Private,9th,Divorced,Handlers-cleaners,0,0,40
Private,Bachelors,Never-married,Adm-clerical,0,0,10
Private,11th,Never-married,Sales,0,0,19
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,1848,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,1977,20
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,15
Private,Some-college,Married-civ-spouse,Handlers-cleaners,0,0,35
Private,Bachelors,Never-married,Exec-managerial,0,1340,40
Local-gov,HS-grad,Divorced,Adm-clerical,0,0,42
Private,Assoc-acdm,Never-married,Prof-specialty,0,0,45
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,9th,Separated,Prof-specialty,0,0,40
Private,Masters,Divorced,Prof-specialty,0,0,45
Private,7th-8th,Married-civ-spouse,Transport-moving,0,0,40
Private,Bachelors,Divorced,Exec-managerial,0,0,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,4386,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,60
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,60
Private,Some-college,Married-civ-spouse,Farming-fishing,7298,0,50
Private,9th,Married-civ-spouse,Farming-fishing,0,0,40
Private,Assoc-acdm,Divorced,Prof-specialty,0,0,35
Private,Some-college,Never-married,Sales,0,0,9
Private,11th,Never-married,Handlers-cleaners,0,0,12
Private,Prof-school,Never-married,Prof-specialty,27828,0,45
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,55
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,48
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,50
Private,Some-college,Never-married,Sales,0,0,40
Private,Some-college,Never-married,Handlers-cleaners,0,0,40
Private,Masters,Married-civ-spouse,Exec-managerial,0,1977,50
Local-gov,Bachelors,Never-married,Prof-specialty,0,0,35
Private,Masters,Never-married,Prof-specialty,0,0,60
Private,Some-college,Never-married,Handlers-cleaners,0,0,30
Private,Some-college,Never-married,Tech-support,0,0,20
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Other-service,0,0,30
State-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,5th-6th,Separated,Handlers-cleaners,0,0,50
Private,HS-grad,Never-married,Machine-op-inspct,0,0,48
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,15024,0,43
State-gov,HS-grad,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Divorced,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,45
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,50
Private,Some-college,Widowed,Other-service,0,0,20
Private,1st-4th,Never-married,Sales,0,0,40
Private,7th-8th,Divorced,Prof-specialty,0,0,30
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,0,1651,40
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,0,0,15
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,7298,0,50
Local-gov,HS-grad,Divorced,Protective-serv,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,2258,84
Private,Some-college,Married-civ-spouse,Sales,0,0,55
Private,Bachelors,Never-married,Other-service,0,0,40
Private,Bachelors,Never-married,Sales,0,0,48
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Machine-op-inspct,0,0,40
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,0,0,50
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
State-gov,Masters,Never-married,Exec-managerial,0,0,35
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,5th-6th,Married-spouse-absent,Transport-moving,0,0,20
Private,Assoc-voc,Divorced,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,60
Private,Bachelors,Never-married,Exec-managerial,2202,0,45
Private,Bachelors,Married-civ-spouse,Transport-moving,0,0,40
Self-emp-inc,9th,Never-married,Sales,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,25
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,15024,0,60
Private,Doctorate,Married-civ-spouse,Exec-managerial,15024,0,40
State-gov,Some-college,Married-civ-spouse,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,50
Private,11th,Separated,Craft-repair,0,0,40
Private,HS-grad,Never-married,Prof-specialty,0,0,30
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,60
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,0,1485,40
Self-emp-not-inc,10th,Never-married,Machine-op-inspct,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,7298,0,40
Private,Some-college,Never-married,Sales,0,0,20
Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,0,0,25
Local-gov,Masters,Divorced,Prof-specialty,7430,0,36
Private,Bachelors,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,4064,0,40
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,2936,0,50
Local-gov,Bachelors,Never-married,Prof-specialty,0,0,35
Private,Some-college,Never-married,Sales,0,0,40
Local-gov,Some-college,Never-married,Adm-clerical,0,0,40
Private,11th,Never-married,Other-service,0,0,25
Private,HS-grad,Divorced,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Tech-support,0,1485,40
Private,Bachelors,Married-civ-spouse,Sales,0,0,40
Private,HS-grad,Separated,Other-service,0,0,35
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,35
Private,Bachelors,Married-spouse-absent,Machine-op-inspct,0,2339,40
Self-emp-not-inc,Masters,Never-married,Sales,0,0,16
Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,0,0,55
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,0,1977,40
Private,11th,Never-married,Handlers-cleaners,0,0,40
Self-emp-inc,Some-college,Never-married,Other-service,0,0,35
Private,HS-grad,Never-married,Handlers-cleaners,3674,0,30
Private,Some-college,Never-married,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,50
Private,HS-grad,Never-married,Machine-op-inspct,0,0,50
Private,HS-grad,Married-civ-spouse,Adm-clerical,2580,0,45
Private,Masters,Divorced,Adm-clerical,0,0,25
Local-gov,Masters,Married-civ-spouse,Exec-managerial,0,1902,45
Local-gov,Some-college,Never-married,Prof-specialty,0,0,40
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,4386,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,5178,0,40
Private,Some-college,Never-married,Other-service,0,0,3
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Assoc-acdm,Married-civ-spouse,Other-service,0,0,40
Private,Some-college,Separated,Exec-managerial,0,1980,45
Private,Some-college,Divorced,Adm-clerical,0,0,38
Private,Assoc-voc,Divorced,Sales,0,0,40
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,7688,0,40
Private,HS-grad,Never-married,Transport-moving,0,0,15
Private,HS-grad,Separated,Protective-serv,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,15024,0,45
Private,HS-grad,Widowed,Adm-clerical,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,2352,65
Private,11th,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Married-civ-spouse,Prof-specialty,0,419,3
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,0,0,35
Private,Assoc-voc,Married-civ-spouse,Tech-support,0,0,40
Self-emp-not-inc,Masters,Never-married,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,HS-grad,Divorced,Adm-clerical,0,0,40
State-gov,Masters,Never-married,Adm-clerical,0,0,38
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,1977,60
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0,0,1
Private,HS-grad,Married-civ-spouse,Other-service,0,0,16
Private,Bachelors,Married-civ-spouse,Sales,0,0,50
Self-emp-inc,Some-college,Divorced,Machine-op-inspct,0,0,40
Private,Bachelors,Divorced,Exec-managerial,0,0,40
Private,11th,Divorced,Prof-specialty,0,0,49
Private,HS-grad,Never-married,Handlers-cleaners,0,0,60
Private,HS-grad,Never-married,Craft-repair,0,0,48
Private,Some-college,Never-married,Prof-specialty,0,0,35
Private,HS-grad,Never-married,Craft-repair,10520,0,48
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0,0,43
Private,Some-college,Never-married,Protective-serv,0,0,25
Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
Local-gov,Some-college,Never-married,Protective-serv,0,2231,40
Private,Some-college,Widowed,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,3103,0,52
Private,Some-college,Never-married,Prof-specialty,0,0,30
State-gov,Bachelors,Never-married,Prof-specialty,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Divorced,Tech-support,0,213,40
Private,HS-grad,Never-married,Craft-repair,0,0,70
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Local-gov,Some-college,Never-married,Prof-specialty,0,0,20
State-gov,Bachelors,Married-civ-spouse,Protective-serv,0,0,72
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,0,0,35
Private,12th,Never-married,Craft-repair,0,0,40
Federal-gov,Some-college,Married-civ-spouse,Protective-serv,0,0,70
Private,Assoc-acdm,Married-civ-spouse,Sales,0,0,80
Private,Some-college,Never-married,Other-service,0,0,35
Private,Prof-school,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,7th-8th,Never-married,Machine-op-inspct,0,0,40
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,0,0,38
State-gov,HS-grad,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Assoc-voc,Married-civ-spouse,Craft-repair,0,0,55
Private,HS-grad,Divorced,Exec-managerial,0,0,40
Private,10th,Never-married,Craft-repair,0,0,45
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,Some-college,Divorced,Exec-managerial,0,0,60
Private,5th-6th,Never-married,Other-service,0,0,54
Private,Assoc-acdm,Married-civ-spouse,Sales,3942,0,40
State-gov,Some-college,Never-married,Protective-serv,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Self-emp-inc,Bachelors,Never-married,Exec-managerial,0,0,40
Private,HS-grad,Married-spouse-absent,Other-service,0,0,38
Self-emp-not-inc,Masters,Divorced,Prof-specialty,0,0,60
Private,11th,Married-civ-spouse,Craft-repair,3942,0,50
Private,HS-grad,Divorced,Machine-op-inspct,0,0,32
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,Some-college,Widowed,Adm-clerical,0,0,22
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,2829,0,90
Private,9th,Never-married,Machine-op-inspct,0,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,15024,0,40
Private,7th-8th,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Some-college,Never-married,Adm-clerical,0,0,15
State-gov,Some-college,Divorced,Adm-clerical,0,0,45
Private,Some-college,Divorced,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Never-married,Machine-op-inspct,0,0,50
Private,Some-college,Divorced,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Sales,2829,0,65
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Local-gov,Masters,Married-civ-spouse,Exec-managerial,0,0,50
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Federal-gov,Assoc-voc,Never-married,Exec-managerial,0,0,40
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,7688,0,50
State-gov,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Federal-gov,Some-college,Never-married,Adm-clerical,0,0,40
State-gov,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Assoc-acdm,Never-married,Protective-serv,0,0,60
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0,0,30
Private,HS-grad,Divorced,Exec-managerial,0,1092,40
Private,Some-college,Never-married,Sales,0,0,40
Private,11th,Married-civ-spouse,Prof-specialty,0,0,15
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Tech-support,0,0,43
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Some-college,Never-married,Other-service,0,0,12
Private,HS-grad,Never-married,Transport-moving,0,0,40
Private,Doctorate,Never-married,Prof-specialty,0,0,8
Private,Some-college,Married-civ-spouse,Other-service,0,0,35
Private,Assoc-voc,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,38
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Some-college,Divorced,Craft-repair,0,0,46
Private,Some-college,Divorced,Exec-managerial,0,0,39
Private,11th,Widowed,Prof-specialty,0,0,40
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,5178,0,52
Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,0,0,54
Private,Some-college,Married-civ-spouse,Other-service,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,35
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,10
Private,Bachelors,Never-married,Sales,0,0,40
Private,Masters,Never-married,Tech-support,0,0,40
State-gov,Masters,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Bachelors,Never-married,Adm-clerical,0,0,24
Private,Some-college,Never-married,Prof-specialty,0,0,30
Private,Prof-school,Never-married,Prof-specialty,0,0,50
Private,Assoc-acdm,Never-married,Other-service,0,0,35
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,1902,32
Local-gov,Bachelors,Married-civ-spouse,Transport-moving,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Self-emp-not-inc,Some-college,Divorced,Other-service,0,0,45
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Married-civ-spouse,Craft-repair,0,0,45
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,7th-8th,Never-married,Other-service,0,0,48
Private,Some-college,Married-civ-spouse,Sales,0,0,55
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,55
Private,Some-college,Never-married,Adm-clerical,0,0,10
Private,HS-grad,Never-married,Adm-clerical,0,0,45
Local-gov,Bachelors,Divorced,Prof-specialty,0,0,50
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,20
Local-gov,Masters,Divorced,Prof-specialty,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,Some-college,Never-married,Sales,0,0,25
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,15024,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Federal-gov,Masters,Married-civ-spouse,Exec-managerial,0,0,60
Self-emp-not-inc,Some-college,Divorced,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,Bachelors,Married-civ-spouse,Sales,0,0,55
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,80
Private,HS-grad,Married-civ-spouse,Farming-fishing,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,43
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,Some-college,Married-civ-spouse,Protective-serv,0,0,40
Private,HS-grad,Divorced,Adm-clerical,0,0,40
Federal-gov,Masters,Never-married,Prof-specialty,0,1408,40
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,50
Private,Doctorate,Never-married,Prof-specialty,0,0,60
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,50
Private,10th,Never-married,Other-service,0,0,20
Private,Bachelors,Divorced,Exec-managerial,0,0,40
Private,Bachelors,Never-married,Other-service,0,0,20
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,55
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,HS-grad,Divorced,Transport-moving,0,1590,40
Private,9th,Never-married,Farming-fishing,0,0,70
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Masters,Divorced,Prof-specialty,14084,0,40
Federal-gov,HS-grad,Divorced,Adm-clerical,0,0,45
Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0,0,48
Private,9th,Divorced,Handlers-cleaners,0,0,50
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,99999,0,50
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,55
Local-gov,HS-grad,Widowed,Other-service,0,0,25
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,7688,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,60
State-gov,HS-grad,Divorced,Other-service,0,0,25
Private,Masters,Married-civ-spouse,Exec-managerial,0,1977,50
Private,Prof-school,Married-civ-spouse,Prof-specialty,99999,0,60
Local-gov,Some-college,Divorced,Protective-serv,0,0,40
State-gov,Masters,Divorced,Prof-specialty,0,0,35
Private,HS-grad,Married-civ-spouse,Sales,0,0,35
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,10th,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,60
Private,HS-grad,Married-civ-spouse,Other-service,0,0,40
Private,11th,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,48
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,70
Private,HS-grad,Never-married,Adm-clerical,0,0,50
Private,HS-grad,Widowed,Prof-specialty,2993,0,20
Private,Bachelors,Divorced,Prof-specialty,0,0,45
Private,Some-college,Separated,Exec-managerial,0,0,40
Private,Some-college,Never-married,Sales,0,0,20
Private,Bachelors,Divorced,Craft-repair,0,0,25
Private,Some-college,Never-married,Sales,0,0,20
Private,HS-grad,Widowed,Exec-managerial,0,0,10
Private,Bachelors,Married-civ-spouse,Sales,0,0,40
Local-gov,10th,Married-civ-spouse,Craft-repair,5013,0,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,70
Private,Bachelors,Never-married,Sales,0,0,15
Private,Prof-school,Married-civ-spouse,Exec-managerial,15024,0,47
Private,Bachelors,Married-civ-spouse,Protective-serv,6514,0,7
Private,Masters,Married-civ-spouse,Exec-managerial,3103,0,40
Private,HS-grad,Separated,Adm-clerical,0,0,35
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,7688,0,44
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,55
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,3464,0,80
Private,Bachelors,Married-civ-spouse,Exec-managerial,15024,0,50
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,7688,0,52
Private,12th,Never-married,Sales,0,0,20
Private,Bachelors,Married-spouse-absent,Transport-moving,0,0,60
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Federal-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,0,0,50
Private,Some-college,Divorced,Sales,0,0,48
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Private,Some-college,Never-married,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Sales,7688,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Private,12th,Never-married,Other-service,0,1721,25
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,42
Private,11th,Never-married,Other-service,0,0,40
Private,11th,Divorced,Machine-op-inspct,0,0,65
Private,5th-6th,Never-married,Handlers-cleaners,0,0,30
Private,10th,Married-civ-spouse,Craft-repair,0,0,40
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,48
Private,5th-6th,Married-civ-spouse,Other-service,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,20
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,0,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,55
Private,Bachelors,Never-married,Sales,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,52
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,55
State-gov,Some-college,Never-married,Adm-clerical,0,0,15
State-gov,Bachelors,Never-married,Prof-specialty,6849,0,40
Private,HS-grad,Separated,Craft-repair,0,0,70
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,60
Private,9th,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,30
State-gov,Some-college,Divorced,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,50
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,3103,0,50
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,38
Private,Assoc-acdm,Married-spouse-absent,Prof-specialty,0,0,40
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,30
Private,HS-grad,Separated,Exec-managerial,0,0,42
Private,Some-college,Never-married,Adm-clerical,0,0,20
Local-gov,Masters,Married-civ-spouse,Exec-managerial,0,0,50
Private,Some-college,Never-married,Adm-clerical,0,0,40
Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,0,0,30
Local-gov,Bachelors,Never-married,Prof-specialty,0,0,45
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,50
Private,Assoc-voc,Married-spouse-absent,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,44
Self-emp-not-inc,Assoc-acdm,Divorced,Sales,0,0,60
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,55
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,15024,0,40
Local-gov,10th,Never-married,Protective-serv,0,1602,40
Private,Assoc-voc,Married-civ-spouse,Sales,4386,0,60
Private,Bachelors,Never-married,Tech-support,0,0,45
Local-gov,Some-college,Married-spouse-absent,Prof-specialty,0,0,50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,0,0,2
Private,HS-grad,Divorced,Handlers-cleaners,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,0,2002,42
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Sales,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,15024,0,45
Private,Some-college,Separated,Prof-specialty,0,0,60
